Processes: 489 total, 2 running, 487 sleeping, 1985 threads 
2021/10/07 17:24:15
Load Avg: 1.21, 1.15, 1.16 
CPU usage: 5.38% user, 21.53% sys, 73.7% idle 
SharedLibs: 566M resident, 95M data, 70M linkedit.
MemRegions: 121423 total, 8138M resident, 145M private, 1312M shared.
PhysMem: 15G used (1521M wired), 151M unused.
VM: 186T vsize, 3271M framework vsize, 202398(0) swapins, 220064(0) swapouts.
Networks: packets: 14242524/14G in, 11497138/2452M out.
Disks: 7668186/157G read, 3428114/65G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID STATE    BOOSTS       %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW  POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
1640   StocksWidget     0.0  00:35.61 7     5/3 114    23M   0B    9808K 1640  1    sleeping *1[457]      0.00000 0.00000    501 37696     674    53461     20052     397407    103719    83139     781     2      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1634   com.apple.Dictio 0.0  00:00.01 2     1   29     1649K 0B    1424K 1634  1    sleeping *0[1]        0.00000 0.00000    501 402       60     126       37        532       268       58        3       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1602   CategoriesServic 0.0  00:00.56 2     1   51     6162K 0B    5296K 1602  1    sleeping *0[3]        0.00000 0.00000    501 3642      82     441       301       32909     995       17434     0       21     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1535   QuickLookSatelli 0.0  00:03.07 5     2   109    40M   0B    28M   1535  1    sleeping *0[259]      0.00000 0.00000    501 31705     225    12670     7827      483563    30704     25699     459     4      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1534   com.apple.audio. 0.0  00:00.00 2     1   15     1633K 0B    1456K 1534  1    sleeping *0[2]        0.00000 0.00000    0   411       64     65        30        502       125       24        0       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1532   com.apple.CloudD 0.0  00:02.06 3     2   166    5906K 0B    1296K 1532  1    sleeping *0[1]        0.00000 0.00000    501 6826      115    21092     6004      71873     28633     14278     27      3      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1529   WeatherWidget    0.0  01:20.91 4     2   103    64M   0B    45M   1529  1    sleeping  1[567]      0.00000 0.00000    501 26805     646    656921    117225    1638285   3119703   1241235   303     25     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1401   OSDUIHelper      0.0  00:02.20 3     1   154    11M   0B    7616K 1401  1    sleeping *0[2732]     0.00000 0.00000    501 13110     131    48208     8070      46190     100641    50856     13      13     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1210   mdwrite          0.0  00:00.24 2     1   60     3505K 0B    2608K 1210  1    sleeping *0[1]        0.00000 0.00000    501 3064      71     1827      1094      21852     3288      5192      10      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1206   ScopedBookmarkAg 0.0  00:00.61 2     1   50     4802K 0B    2960K 1206  1    sleeping *0[59]       0.00000 0.00000    501 5353      65     4573      2246      21553     8138      5134      0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1204   coreautha        0.0  00:08.48 3     1   215    26M   0B    14M   1204  1    sleeping *0[2793]     0.00000 0.00000    501 17447     160    245055    108514    77425     236331    68472     81      4      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1151   UIKitSystem      0.0  00:01.34 2     1   91     16M   0B    12M   1151  1    sleeping *0[2513]     0.00000 0.00000    501 12690     491    30266     6526      27453     47508     24850     158     3      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1150   CategoriesServic 0.0  00:01.70 2     1   51     7042K 0B    5792K 1150  1    sleeping *0[74]       0.00000 0.00000    501 13586     83     2050      740       59690     4106      25638     5       33     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1149   UsageTrackingAge 0.0  00:23.86 2     1   63     5617K 0B    2880K 1149  1    sleeping  0[0]        0.00000 0.00000    501 20550     90     192509    9474      90200     387895    176110    273     1      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
1148   ScreenTimeWidget 0.0  01:37.05 2     1   113    50M   0B    12M   1148  1    sleeping  1[1193]     0.00000 0.00000    501 90902     644    160157    36758     1412922   303065    157550    2164    21     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
978    com.apple.access 0.0  00:00.06 2     1   32     2065K 0B    1776K 978   1    sleeping *0[143]      0.00000 0.00000    501 1805      57     1163      684       3827      1879      1376      0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
975    gamecontrollerd  0.0  07:36.64 5     4   61     5090K 0B    2624K 975   1    sleeping *0[1720439]  0.00000 0.00000    247 36306     82     7625188   4813339   17068152  16976506  15930182  7       74     0.0   0      0      _gamecontrollerd       N/A    N/A   N/A   N/A   N/A   N/A  
870    coresymbolicatio 0.0  00:58.26 2     1   27     3009K 0B    2688K 870   1    sleeping *0[572970]   0.00000 0.00000    0   2251469   59     3458101   1153822   4620133   2886512   605020    3161    1      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
867    com.apple.speech 0.0  00:08.09 2     1   51     8418K 0B    7968K 867   1    sleeping *0[1]        0.00000 0.00000    501 3655      89     61514     13777     178881    76898     49962     49      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
866    dprivacyd        0.0  00:02.63 3     2   82     4626K 0B    4256K 866   1    sleeping *0[94]       0.00000 0.00000    0   9189      89     3766      1327      43584     28671     17538     18      0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
861    PasswordBreachAg 0.0  00:25.91 4     3   74     20M   0B    18M   861   1    sleeping  0[0]        0.00000 0.00000    501 24643     108    125012    867       1001745   496089    704679    125     508    0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
857    keyboardservices 0.0  00:02.13 2     1   61     4162K 0B    3776K 857   1    sleeping *0[434]      0.00000 0.00000    501 8142      98     8805      2842      38339     17622     13588     41      1      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
856    AppleSpell       0.0  00:19.10 2     1   123    32M   0B    17M   856   1    sleeping *0[1]        0.00000 0.00000    501 35136     189    22954     7854      369811    69192     53711     7692    2      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
845    com.apple.Safari 0.0  02:08.53 2     1   63     8338K 0B    3808K 845   1    sleeping *0[671]      0.00000 0.00000    501 142140    89     7877      3606      598965    14288     169823    5058    37     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
844    PlugInLibrarySer 0.0  00:00.01 2     1   26     1569K 0B    1344K 844   1    sleeping *0[33]       0.00000 0.00000    501 627       55     239       66        703       327       105       0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
840    distnoted        0.0  00:01.04 2     1   29     1617K 0B    912K  840   1    sleeping *0[1]        0.00000 0.00000    260 483       44     25158     16373     65571     36295     19536     0       0      0.0   0      0      _applepay              N/A    N/A   N/A   N/A   N/A   N/A  
839    seld             0.0  00:00.31 2     1   55     3265K 0B    2912K 839   1    sleeping *0[2]        0.00000 0.00000    260 5306      74     2944      1376      7661      6903      4639      55      1      0.0   0      0      _applepay              N/A    N/A   N/A   N/A   N/A   N/A  
835    SafariNotificati 0.0  00:00.11 2     1   54     4546K 0B    4096K 835   1    sleeping *0[1]        0.00000 0.00000    501 2231      98     393       267       1967      1043      1184      1       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
833    SafariLaunchAgen 0.0  00:00.10 2     1   38     3874K 0B    3440K 833   1    sleeping *0[1]        0.00000 0.00000    501 2302      94     295       263       2218      691       1125      1       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
832    translationd     0.0  00:03.31 2     1   38     3969K 0B    3536K 832   1    sleeping *0[1315]     0.00000 0.00000    501 7358      92     16320     5182      77702     18689     18318     112     2      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
830    passd            0.0  00:13.12 2     1   209    12M   0B    7520K 830   1    sleeping *5018[15]    0.00000 0.00000    501 35761     237    65153     24384     273774    135703    117481    2535    31     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
827    com.apple.Safari 0.0  03:53.90 3     1   67     82M   0B    77M   827   1    sleeping *6631[1406]  0.00000 0.00000    501 323815    51425  39262     14771     10909610  201570    463982    23      11     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
816    com.apple.hiserv 0.0  00:03.54 2     1   56     2817K 0B    1968K 816   1    sleeping *0[522]      0.00000 0.00000    501 5292      62     9810      64384     73683     17504     88391     4       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
814    spindump_agent   0.0  00:00.08 2     1   39     2129K 0B    1760K 814   1    sleeping *1[3]        0.00000 0.00000    501 1542      69     1880      612       3177      2059      1495      0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
813    spindump         0.0  00:03.38 2     1   71     7010K 0B    6592K 813   1    sleeping *0[1]        0.00000 0.00000    0   38846     93     40405     20191     36139     41255     8610      2770    0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
812    colorsync.userag 0.0  00:00.05 2     1   59     2529K 0B    2192K 812   1    sleeping *0[1]        0.00000 0.00000    501 1426      64     440       306       2786      1189      1078      1       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
811    MTLCompilerServi 0.0  00:00.55 2     1   24     20M   0B    19M   811   1    sleeping *0[49]       0.00000 0.00000    88  7951      75     559       322       3585      950       1997      1036    0      0.0   0      0      _windowserver          N/A    N/A   N/A   N/A   N/A   N/A  
810    com.apple.Ambien 0.0  02:51.74 3     1   72     3921K 0B    2096K 810   1    sleeping *1[1]        0.00000 0.00000    0   10542     86     1172472   516039    3420890   2200237   1612339   60      1      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
807    com.apple.ifdrea 0.0  00:00.02 2     1   30     1649K 0B    1408K 807   1    sleeping *0[6]        0.00000 0.00000    0   390       56     180       77        490       259       85        5       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
806    com.apple.geod   0.0  00:12.59 3     1   49     19M   64K   11M   806   1    sleeping *0[4811]     0.00000 0.00000    0   36375     97     41823     9295      335059    49879     101211    52      68     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
805    com.apple.Stream 0.0  01:32.12 2     1   34     10M   0B    10M   805   1    sleeping *0[2]        0.00000 0.00000    242 246107    56     441098    125798    746030    380612    206062    45      0      0.0   0      0      _nsurlsessiond         N/A    N/A   N/A   N/A   N/A   N/A  
804    AssetCacheLocato 0.0  00:02.07 3     1   64     4658K 0B    3216K 804   1    sleeping *0[31]       0.00000 0.00000    235 26580     81     13059     12836     89316     41714     70666     0       32     0.0   0      0      _assetcache            N/A    N/A   N/A   N/A   N/A   N/A  
802    SafariBookmarksS 0.0  00:40.16 6     4   70     7330K 0B    5728K 802   1    sleeping *0[1]        0.00000 0.00000    501 20068     127    206665    23028     1540374   676964    801679    227     526    0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
800    diagnosticextens 0.0  00:00.31 2     1   72     4850K 0B    4432K 800   1    sleeping *0[103]      0.00000 0.00000    501 3979      128    2009      1186      6016      5560      2421      42      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
788    containermanager 0.0  00:00.06 2     1   30     2289K 0B    2032K 788   1    sleeping *0[18]       0.00000 0.00000    89  1155      63     369       85        967       696       258       0       0      0.0   0      0      _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
787    smd              0.0  00:00.01 2     1   14     1361K 0B    1152K 787   1    sleeping  0[0]        0.00000 0.00000    0   392       52     97        46        439       190       84        5       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
785    trustd           0.0  00:02.72 2     1   44     5137K 0B    4144K 785   1    sleeping *0[521]      0.00000 0.00000    89  9744      87     3546      1361      55315     11484     22053     0       30     0.0   0      0      _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
784    pkd              0.0  00:00.14 2     1   79     3602K 0B    3200K 784   1    sleeping *0[82]       0.00000 0.00000    89  8251      77     1428      614       2636      2667      1258      1       0      0.0   0      0      _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
782    mdbulkimport     0.0  00:08.39 2     1   111    5650K 0B    5232K 782   1    sleeping *0[1]        0.00000 0.00000    501 31565     97     7224      3339      300609    11193     27216     20      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
781    mdbulkimport     0.0  00:07.64 2     1   91     5154K 0B    4768K 781   1    sleeping *0[1]        0.00000 0.00000    89  27521     96     6492      3122      275338    10027     24712     33      0      0.0   0      0      _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
778    ReportCrash      0.0  00:00.04 3     1   38     2193K 0B    1904K 778   1    sleeping  0[0]        0.00000 0.00000    0   2363      76     367       273       1632      1005      621       0       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
776    distnoted        0.0  00:01.05 2     1   29     1921K 0B    1184K 776   1    sleeping *0[1]        0.00000 0.00000    269 491       44     18361     16436     65815     36458     19539     0       0      0.0   0      0      _reportmemoryexception N/A    N/A   N/A   N/A   N/A   N/A  
774    ReportCrash      0.0  00:03.52 4     1   78     4594K 0B    4144K 774   1    sleeping *0[1]        0.00000 0.00000    501 74246     101    155965    68758     192498    198555    25690     1801    0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
762    adprivacyd       0.0  00:08.10 3     1   82     6482K 0B    5200K 762   1    sleeping *0[610]      0.00000 0.00000    501 20372     131    21189     4953      167889    39098     60879     81      33     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
760    CrashReporterSup 0.0  00:00.05 2     1   30     1697K 0B    1424K 760   1    sleeping  0[0]        0.00000 0.00000    0   2490      54     419       300       1970      1058      933       7       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
757    accessoryd       0.0  00:00.42 2     1   48     2705K 0B    2352K 757   1    sleeping *0[1]        0.00000 0.00000    0   2394      77     4968      1682      6623      5961      3370      93      0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
742    IMRemoteURLConne 0.0  00:00.01 2     1   29     1537K 0B    1312K 742   1    sleeping  0[0]        0.00000 0.00000    501 367       55     152       50        570       331       203       0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
740    SubmitDiagInfo   0.0  00:22.74 3     1   66     7154K 0B    5888K 740   1    sleeping  0[0]        0.00000 0.00000    0   20139     109    5155      1969      1344872   10610     45494     216     21     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
733    coreauthd        0.0  00:01.92 2     1   80     4609K 0B    2320K 733   1    sleeping *0[1218]     0.00000 0.00000    501 4888      118    33859     15121     25784     39662     18027     27      3      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
732    findmydevice-use 0.0  00:00.64 2     1   52     4081K 0B    2032K 732   1    sleeping *0[359]      0.00000 0.00000    501 4858      99     4152      1203      13527     10238     5037      0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
731    SoftwareUpdateNo 0.0  00:04.34 3     1   213    8162K 0B    4400K 731   1    sleeping *0[1]        0.00000 0.00000    501 13071     154    47830     10545     100013    95284     61652     8       15     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
717    CVMServer        0.0  00:00.12 2     1   40     2193K 0B    1536K 717   1    sleeping *0[1]        0.00000 0.00000    0   1285      53     2914      890       3747      2931      1747      0       2      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
714    XprotectService  0.0  01:02.07 2     1   40     30M   0B    20M   714   1    sleeping *0[290]      0.00000 0.00000    0   432251    78     2073      1157      923047    3160      235998    305180  1      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
707    appleh13camerad  0.0  04:38.71 5     1   83     15M   0B    3248K 707   1    sleeping *0[1]        0.00000 0.00000    262 7531      79     25475266  6634850   1182661   11652383  4020274   52      14     0.0   0      0      _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
704    siriinferenced   0.0  00:00.05 2     1   29     3089K 0B    2784K 704   1    sleeping *0[2]        0.00000 0.00000    0   2370      116    246       255       1842      549       629       107     0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
703    com.apple.cmio.r 0.0  00:00.03 2     1   23     1649K 0B    1376K 703   1    sleeping *0[15]       0.00000 0.00000    0   2173      44     323       296       1976      662       642       3       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
702    systemstats      0.0  00:02.03 3     1   81     2449K 0B    1744K 283   283  sleeping  0[0]        0.00000 0.00000    0   33093     59     38371     25971     91256     126556    70838     89      11     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
701    oahd             0.0  00:00.74 2     1   19     1361K 0B    1136K 701   1    sleeping *0[1]        0.00000 0.00000    441 2557      282    2380      497       11370     2020      3027      5       0      0.0   0      0      _oahd                  N/A    N/A   N/A   N/A   N/A   N/A  
700    CarbonComponentS 0.0  00:01.04 3     1   45     5661K 0B    21M   700   1    sleeping *0[1]        0.00000 0.00000    501 13002     78     1583      916       8996      3639      3935      4119    0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
699    AudioComponentRe 0.0  00:00.29 2     1   132    4050K 0B    3568K 699   1    sleeping *0[144]      0.00000 0.00000    501 9101      72     2308      1120      5799      4322      2291      3       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
698    sysmond          0.0  00:36.62 3     2   21     2546K 0B    560K  698   1    sleeping *0[304]      0.00000 0.00000    0   10195     53     2000420   939315    1870514   1383478   192784    85      0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
694    akd              0.0  00:00.94 2     1   53     3890K 0B    3040K 694   1    sleeping *0[2]        0.00000 0.00000    0   8275      93     4155      1276      37050     7852      21455     0       30     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
692    PlugInLibrarySer 0.0  00:00.00 2     1   21     1505K 0B    1264K 692   1    sleeping *0[11]       0.00000 0.00000    0   387       51     117       39        464       180       38        0       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
685    distnoted        0.0  00:01.06 2     1   29     1617K 0B    912K  685   1    sleeping *0[1]        0.00000 0.00000    235 548       44     18341     16477     65979     36541     19346     0       0      0.0   0      0      _assetcache            N/A    N/A   N/A   N/A   N/A   N/A  
684    misagent         0.0  00:00.01 2     1   20     1505K 0B    1296K 684   1    sleeping *0[21]       0.00000 0.00000    0   838       49     247       112       775       661       237       0       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
681    nfcd             0.0  00:05.69 2     1   64     4226K 0B    3808K 681   1    sleeping *0[1]        0.00000 0.00000    260 5955      100    70862     37972     210931    256114    203529    207     19     0.0   0      0      _applepay              N/A    N/A   N/A   N/A   N/A   N/A  
680    ContainerMetadat 0.0  00:02.47 2     1   55     19M   0B    19M   680   1    sleeping *0[21]       0.00000 0.00000    501 16533     104    9098      1257      35655     16100     12585     20      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
677    PAH_Extension    0.0  00:07.39 3     1   224    7170K 0B    2864K 677   1    sleeping  0[32189]    0.00000 0.00000    501 15671     125    150172    38266     142315    301274    129866    43      11     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
676    followupd        0.0  00:00.25 2     1   47     2593K 0B    1440K 676   1    sleeping *0[116]      0.00000 0.00000    501 2071      77     2605      808       6917      4316      2488      19      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
674    triald           0.0  00:01.17 2     1   67     4434K 0B    4000K 674   1    sleeping *0[113]      0.00000 0.00000    501 7790      96     2897      991       20398     8478      8295      604     1      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
672    CMFSyncAgent     0.0  00:00.17 2     1   57     2401K 0B    2080K 672   1    sleeping *0[12]       0.00000 0.00000    501 4460      71     2142      1113      5797      6100      3133      1       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
645    online-authd     0.0  00:00.04 2     1   33     1521K 0B    1312K 645   1    sleeping *1[1]        0.00000 0.00000    0   1009      54     448       248       2274      1201      1096      0       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
644    aned             0.0  00:01.69 2     1   75     4978K 0B    4464K 644   1    sleeping *0[62]       0.00000 0.00000    0   10907     44795  3746      1722      32956     4517      7452      31203   0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
642    SidecarRelay     0.0  00:01.33 2     1   63     4673K 0B    2064K 642   1    sleeping *0[3094]     0.00000 0.00000    501 2959      91     16088     4574      26406     13712     6089      35      2      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
641    AssetCacheTether 0.0  00:00.09 2     1   24     2930K 0B    2560K 641   1    sleeping  0[0]        0.00000 0.00000    0   2811      90     233       254       1897      557       966       11      0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
640    AssetCache       0.0  00:00.16 2     1   43     3649K 0B    3296K 640   1    sleeping *0[25]       0.00000 0.00000    235 2957      97     8345      3856      3371      6256      1623      68      0      0.0   0      0      _assetcache            N/A    N/A   N/A   N/A   N/A   N/A  
639    AssetCacheLocato 0.0  00:03.75 3     1   73     4722K 0B    2672K 639   1    sleeping *0[2105]     0.00000 0.00000    501 24849     83     25212     15745     140660    56353     82043     22      38     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
636    IMRemoteURLConne 0.0  00:00.65 3     1   75     3889K 0B    3072K 636   1    sleeping *0[103]      0.00000 0.00000    501 5449      83     2829      2335      32678     11362     20623     0       29     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
635    fmfd             0.0  00:05.49 3     1   109    7618K 0B    5040K 635   1    sleeping *0[4786]     0.00000 0.00000    501 20120     158    26202     8299      105685    55985     57681     47      38     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
633    CoreLocationAgen 0.0  00:01.65 3     1   152    6562K 0B    3296K 633   1    sleeping *0[1]        0.00000 0.00000    501 10622     116    22958     2790      45844     72143     33278     3       3      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
632    neagent          0.0  00:01.52 2     1   49     4034K 0B    2240K 632   1    sleeping *0[1]        0.00000 0.00000    501 9706      62     25506     5385      26118     26947     10867     8       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
631    distnoted        0.0  00:01.06 2     1   29     1889K 0B    1184K 631   1    sleeping *0[1]        0.00000 0.00000    242 519       44     18448     16531     66194     36663     19356     0       0      0.0   0      0      _nsurlsessiond         N/A    N/A   N/A   N/A   N/A   N/A  
630    adid             0.0  00:14.24 2     1   31     5506K 0B    3376K 630   1    sleeping *0[10586]    0.00000 0.00000    265 47707     58     93442     14234     438753    160779    27052     61      0      0.0   0      0      _fpsd                  N/A    N/A   N/A   N/A   N/A   N/A  
629    IMRemoteURLConne 0.0  00:00.64 3     1   75     4018K 0B    3152K 629   1    sleeping *0[103]      0.00000 0.00000    501 5580      83     2831      2323      32684     11336     19696     5       28     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
628    mediaremoteagent 0.0  00:00.22 2     1   31     2369K 0B    2096K 628   1    sleeping *1[1]        0.00000 0.00000    501 2408      65     2346      1293      10975     2651      3571      2       2      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
627    com.apple.geod   0.0  00:19.22 3     1   100    16M   0B    11M   627   1    sleeping *0[7410]     0.00000 0.00000    501 39500     98     243720    43797     547802    220497    186623    96      64     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
625    IMRemoteURLConne 0.0  00:00.63 3     1   73     3825K 0B    3008K 625   1    sleeping *0[102]      0.00000 0.00000    501 5058      83     2805      2314      32829     11298     20551     1       31     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
624    ctkahp           0.0  00:00.09 2     1   51     2929K 0B    2560K 624   1    sleeping *0[195]      0.00000 0.00000    501 2239      62     1261      459       2321      1885      1200      5       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
623    pbs              0.0  00:00.44 2     1   39     2737K 0B    1024K 623   1    sleeping *0[141]      0.00000 0.00000    501 7884      60     1754      886       9963      2750      3199      4       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
622    familycircled    0.0  00:03.79 3     1   78     7234K 0B    6032K 622   1    sleeping *0[904]      0.00000 0.00000    501 12921     118    12193     3930      102807    25621     43752     30      36     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
621    IMRemoteURLConne 0.0  00:01.17 3     1   123    7090K 0B    5920K 621   1    sleeping *0[120]      0.00000 0.00000    501 6412      83     3831      2658      46065     13483     24403     0       42     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
620    commerce         0.0  00:02.06 3     1   88     11M   0B    9840K 620   1    sleeping *0[260]      0.00000 0.00000    501 12041     136    10120     2653      50183     20138     33763     114     27     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
619    TextInputSwitche 0.0  00:03.77 3     1   167    8754K 0B    5120K 619   1    sleeping *0[1]        0.00000 0.00000    501 12139     126    37989     7810      59582     178545    63027     23      5      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
618    parsecd          0.0  00:04.20 2     1   74     6514K 0B    4112K 618   1    sleeping *0[5051]     0.00000 0.00000    501 18876     165    19187     6354      109923    34821     54007     193     35     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
617    amfid            0.0  00:03.44 2     1   42     18M   0B    17M   617   1    sleeping *0[1]        0.00000 0.00000    0   14095     59     3644      1458      91548     7880      8684      7       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
616    com.apple.quickl 0.0  00:03.21 3     1   198    6578K 128K  3824K 616   1    sleeping *0[289]      0.00000 0.00000    501 23032     123    34267     10389     72943     54912     24469     670     0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
615    Spotlight        0.0  00:33.74 4     1   447    67M   0B    38M   615   1    sleeping *0[16045]    0.00000 0.00000    501 80130     277    284132    93440     514244    568815    258396    3111    35     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
614    ctkahp           0.0  00:00.09 2     1   31     3233K 0B    2896K 614   1    sleeping *0[189]      0.00000 0.00000    0   1867      58     1349      502       2255      1929      1119      2       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
612    amsaccountsd     0.0  00:05.18 2     1   96     6114K 0B    3504K 612   1    sleeping *0[375]      0.00000 0.00000    501 35399     148    23277     4830      177871    68801     92474     198     79     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
