Processes: 489 total, 2 running, 487 sleeping, 1985 threads 
2021/10/07 17:24:15
Load Avg: 1.21, 1.15, 1.16 
CPU usage: 5.38% user, 21.53% sys, 73.7% idle 
SharedLibs: 566M resident, 95M data, 70M linkedit.
MemRegions: 121423 total, 8138M resident, 145M private, 1312M shared.
PhysMem: 15G used (1521M wired), 151M unused.
VM: 186T vsize, 3271M framework vsize, 202398(0) swapins, 220064(0) swapouts.
Networks: packets: 14242524/14G in, 11497138/2452M out.
Disks: 7668186/157G read, 3428114/65G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID STATE    BOOSTS       %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW  POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
526    backgroundtaskma 0.0  00:00.05 2     1   53     2818K  0B    2368K  526   1    sleeping  0[11]        0.00000 0.00000    501 2585       68     430        308        2354       881        758        7       0       0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
525    routined         0.0  05:34.55 2     1   171    45M-   64K-  32M+   525   1    sleeping  0[6647]      0.00000 0.00000    501 122634     203    287111     101261     6237094    3978567    835117     965     43      0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
523    usernoted        0.0  00:10.18 4     3   195    7186K  0B    2064K  523   1    sleeping *0[1]         0.00000 0.00000    501 16160      108    83189      22234      172435     78590      50272      96      5       0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
522    CalendarAgent    0.0  01:14.24 3     1   243    28M    0B    16M    522   1    sleeping *1[49]        0.00000 0.00000    501 58977      200    150120     42941      1459858    567018     418159     401     26      0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
521    ContextStoreAgen 0.0  00:31.12 2     1   71     7394K+ 448K  2544K  521   1    sleeping  0[382]       0.00000 0.00000    501 33620      101    41552      10210      589031     123656     193829     21      7       0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
518    nsurlsessiond    0.0  05:42.08 6     3   140    8722K  0B    1904K  518   1    sleeping *41473[8]     0.00000 0.00000    501 241679     114    647884     264820     6956135    1252185    1874541    2       161     0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
517    networkservicepr 0.0  00:00.25 2     1   53     3073K  0B    2688K  517   1    sleeping  0[0]         0.00000 0.00000    501 4536       74     568        346        4061       1544       2661       180     0       0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
515    APFSUserAgent    0.0  00:00.03 2     1   30     1761K  0B    1504K  515   1    sleeping  0[1]         0.00000 0.00000    501 2158       57     427        330        1607       727        578        2       0       0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
513    CommCenter       0.0  00:05.87 5     1   134    8146K  0B    4864K  513   1    sleeping *0[1]         0.00000 0.00000    501 28580      178    57360      14968      170152     61188      82222      1040    54      0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
511    secd             0.0  03:00.70 2     1   211    12M    320K  5152K+ 511   1    sleeping *0[1]         0.00000 0.00000    501 182468     145    1097944    329868     2632532    2050215    783358     266     6       0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
509    SystemUIServer   0.0  00:02.41 3     1   172    8962K  0B    5280K  509   1    sleeping *0[4047]      0.00000 0.00000    501 17238      154    55137      19466      56256      106222     57559      101     5       0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
507    lsd              0.0  00:11.73 3     2   485    15M+   0B    11M    507   1    sleeping  0[30988]     0.00000 0.00000    501 36220      1900   303695     61101      425721     335375     162224     378     11      0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
506    Dock             0.0  01:44.64 3     1   1488   73M    256K  57M+   506   1    sleeping *1[1007]      0.00000 0.00000    501 547206     206    2616988    73863      1516211    3737623    1426924    11318   212     0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
505    talagent         0.0  00:01.29 2     1   125    6722K- 0B    3504K  505   1    sleeping *0[1]         0.00000 0.00000    501 10432      117    18551      3227       27494      62103      29193      11      3       0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
504    com.apple.sbd    0.0  00:05.95 3     1   70     6514K  0B    5680K  504   1    sleeping  0[326]       0.00000 0.00000    501 17296      109    12823      2453       155950     45223      40156      273     22      0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
498    distnoted        0.0  00:01.53 2     1   35     1745K  0B    912K   498   1    sleeping *0[1]         0.00000 0.00000    89  654        44     18456      16581      82577      36789      20740      0       0       0.0   0         0         _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
497    corekdld         0.0  00:00.05 2     1   48     1857K  0B    1616K  497   1    sleeping  0[18]        0.00000 0.00000    0   1409       58     529        227        1517       1358       659        8       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
493    wifianalyticsd   0.0  00:01.23 2     1   41     3073K  0B    2720K  493   1    sleeping  0[4276]      0.00000 0.00000    0   6776       74     17724      5078       55399      14828      19877      41      2       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
486    captiveagent     0.0  00:00.15 4     1   54     2705K  0B    2416K  486   1    sleeping  0[15]        0.00000 0.00000    258 3568       64     668        763        4057       2417       1951       71      0       0.0   0         0         _captiveagent          N/A    N/A   N/A   N/A   N/A   N/A  
485    securityd_servic 0.0  00:00.04 2     1   28     2625K  0B    2336K  485   1    sleeping *0[1]         0.00000 0.00000    0   547        56     153        59         443        253        353        5       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
484    cfprefsd         0.0  01:05.79 4     3   519    3937K+ 32K   1696K  484   1    sleeping  0[38949]     0.00000 0.00000    501 33251      48     311297     94378      1672822    337379     308695     0       30      0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
483    distnoted        0.0  02:13.03 2     1   450    4273K  0B    1488K  483   1    sleeping *0[1]         0.00000 0.00000    501 6085       46     535381     161749     984574     579201     314730     0       0       0.0   0         0         macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
478    xpcroleaccountd  0.0  00:00.29 2     1   26     2193K  0B    1888K  478   1    sleeping  0[8]         0.00000 0.00000    0   1382       60     192        80         15170      359        1325       0       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
475    rtcreportingd    0.0  00:05.88 3     1   55     6514K  0B    2576K  475   1    sleeping *0[1]         0.00000 0.00000    0   11455      101    14766      6749       171635     23983      56045      110     54      0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
474    suhelperd        0.0  00:00.33 2     1   60     12M    0B    12M    474   1    sleeping  0[212]       0.00000 0.00000    0   5505       91     3797       1387       9830       5672       3035       9       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
473    distnoted        0.0  00:01.09 2     1   29     1649K  0B    944K   473   1    sleeping *0[1]         0.00000 0.00000    200 531        44     18452      16559      66302      36727      19309      0       0       0.0   0         0         _softwareupdate        N/A    N/A   N/A   N/A   N/A   N/A  
472    com.apple.Mobile 0.0  00:01.98 2     1   39     2417K  0B    2112K  472   1    sleeping  0[28]        0.00000 0.00000    0   2529       88     36829      17613      6194       28626      4169       30      0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
470    GSSCred          0.0  00:00.10 3     2   32     2449K  0B    2128K  470   1    sleeping *0[1]         0.00000 0.00000    0   1634       79     312        263        2864       871        1937       13      0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
469    coreauthd        0.0  00:01.06 2     1   76     9186K  0B    8720K  469   1    sleeping *272[202]     0.00000 0.00000    0   24213      105    10530      3810       20037      13921      8479       82      0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
467    com.apple.AppleU 0.0  00:00.47 2     1   75     1633K  0B    1456K  467   1    sleeping  0[1]         0.00000 0.00000    270 762        62     13049      8655       4968       8804       6896       142     0       0.0   0         0         _driverkit             N/A    N/A   N/A   N/A   N/A   N/A  
464    com.apple.Accoun 0.0  00:00.17 2     1   18     2209K  0B    1920K  464   1    sleeping  0[315]       0.00000 0.00000    0   2264       54     2928       1102       6753       4431       2325       7       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
463    fontworker       0.0  00:00.78 2     1   32     3426K  0B    2992K  463   1    sleeping *0[1]         0.00000 0.00000    0   2821       66     333        314        150982     799        2345       9       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
462    containermanager 0.0  00:00.09 2     1   38     2689K  0B    2384K  462   1    sleeping  0[4]         0.00000 0.00000    205 2662       67     986        753        1888       2385       1467       0       0       0.0   0         0         _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
460    com.apple.audio. 0.0  00:00.00 2     1   12     1633K  0B    1440K  460   1    sleeping  0[1]         0.00000 0.00000    202 427        66     89         34         555        177        36         4       0       0.0   0         0         _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
457    trustd           0.0  00:01.03 2     1   45     4353K  0B    4016K  457   1    sleeping  0[13]        0.00000 0.00000    205 8151       76     1445       901        20192      5186       7326       0       2       0.0   0         0         _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
456    AudioComponentRe 0.0  00:00.20 2     1   37     3154K  0B    2720K  456   1    sleeping  0[81]        0.00000 0.00000    0   2162       62     673        287        1847       1087       502        19      0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
455    cfprefsd         0.0  00:00.01 2     1   35     1521K  0B    1280K  455   1    sleeping  0[29]        0.00000 0.00000    205 304        46     278        70         733        414        172        0       0       0.0   0         0         _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
454    com.apple.audio. 0.0  00:00.00 2     1   18     1553K  0B    1328K  454   1    sleeping  0[7]         0.00000 0.00000    202 347        52     135        54         654        254        69         0       0       0.0   0         0         _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
